"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01780",145.798890880972,-0.120897519899132,0.130279300798832,-0.92798717185175,0.353414223926947,0.960641296712055
"AT1G01790",3173.11832196466,-0.0754180234946096,0.0561466372014858,-1.34323313476401,0.179196495616185,0.858992006501574
"AT1G01800",918.754137381938,0.0302301682245748,0.0548327209984607,0.551316215466007,0.581416924514613,0.998603403504204
"AT1G01810",8.14040435211404,-0.358975631784667,0.400383032706841,-0.89658053029312,0.369942791063698,0.967635897770216
"AT1G01820",755.807567744059,0.0510711290956493,0.0721335449898862,0.708008030144782,0.478940270769815,0.9917471786587
"AT1G01830",405.574932261505,-0.0953351520860559,0.140483863311713,-0.678619948502705,0.497378699806381,0.994503873315462
"AT1G01840",24.6560559268523,-0.294703500320558,0.213973159509648,-1.37729190425526,0.168422017203403,0.850319310205824
"AT1G01860",169.193800752296,-0.0783709313903797,0.0931627236730417,-0.841226279143852,0.400221181153614,0.97532283928866
"AT1G01880",50.0580423693081,0.0830484640043039,0.17161107263023,0.483934181701948,0.628432580811571,0.998791870917976
"AT1G01900",378.583904264122,0.095628441422942,0.0673470335391395,1.41993546556681,0.155626469711201,0.830215095560604
"AT1G01910",1012.22665063068,0.0492658929837688,0.0549675672784309,0.896272027725349,0.370107494874778,0.967635897770216
"AT1G01920",252.820695410377,-0.0605501700865367,0.0837019109514097,-0.723402481476045,0.469432647125938,0.989239379087296
"AT1G01930",261.142406857298,-0.00502435297593828,0.0763733778357939,-0.0657867062884251,0.947547640152647,0.998791870917976
"AT1G01940",324.073690869132,0.180331068400283,0.0733831117493327,2.45739195438142,0.0139949901438107,0.320114774554196
"AT1G01950",495.719003426262,-0.0226800348189886,0.0625430128020045,-0.36263099270238,0.716880555161848,0.998791870917976
"AT1G01960",1901.78702853329,-0.0506585203851537,0.072053420917666,-0.703068913869338,0.482012803738728,0.993291746406169
"AT1G01970",709.914783946587,-0.00101252610069055,0.112717392954053,-0.0089828736644334,0.99283280018094,0.999790476296977
"AT1G01980",1.2837651325971,0.319945536439368,0.946040433591775,0.338194357322181,0.735216727810541,NA
"AT1G01990",360.493625428976,0.0652268423198197,0.0937257612775144,0.695932915676068,0.486470842550314,0.994312384235031
"AT1G02000",243.338756976609,-0.0379058723839479,0.0916205105392604,-0.413726928182798,0.679074103757534,0.998791870917976
"AT1G02010",183.693471876193,-0.216494732954456,0.097940939238954,-2.2104620870161,0.0270731089567228,0.438361974930904
"AT1G02020",295.370957719408,-0.191042904086407,0.0795685212210595,-2.40098598232894,0.0163509628434951,0.346864709784323
"AT1G02030",16.7102285325531,-0.180767260467017,0.296069955477568,-0.610555907894928,0.541493620304089,0.998276754715119
"AT1G02040",1.14155988922329,1.28651484741355,1.02832968187423,1.25107236530288,0.210908076758498,NA
"AT1G02050",94.2193513306699,-0.0710940641139286,0.12932345065119,-0.549738378893731,0.582498829186891,0.998603403504204
"AT1G02060",125.843454968196,-0.0783509559776266,0.11067001099868,-0.707969171328277,0.478964402309996,0.9917471786587
"AT1G02065",24.2162971858487,-0.0752103029756677,0.256055295605462,-0.293726801462267,0.76896667262075,0.998791870917976
"AT1G02067",0,NA,NA,NA,NA,NA
"AT1G02070",4.04824208914831,-0.234889849268301,0.538581942377946,-0.436126484729911,0.662744962395934,0.998791870917976
"AT1G02080",1773.26133244281,-0.223428379853645,0.0716481912564713,-3.11840921501929,0.00181830149903968,0.101848746170619
"AT1G02090",899.481463699194,-0.028457639458872,0.0576041614624492,-0.494020548800504,0.621291667307546,0.998791870917976
"AT1G02100",598.774819464251,0.0437674838617625,0.0577886885056615,0.757371122161296,0.44882755198193,0.986365010967267
"AT1G02110",606.946302674844,0.0529749342061573,0.0842756181189486,0.628591464394687,0.529616549823393,0.998276754715119
"AT1G02120",1199.83688913419,-0.00690359547949298,0.0511975282679124,-0.134842358860901,0.892736514129337,0.998791870917976
"AT1G02130",747.93050568628,0.00400566282573239,0.0721220180153376,0.0555400824319771,0.955708198050728,0.998791870917976
"AT1G02140",1940.69299991112,0.0138795956010845,0.0497356689178311,0.2790672349057,0.780193227363239,0.998791870917976
"AT1G02145",266.477663427382,-0.0100337955579272,0.0791408122899321,-0.126784086081508,0.899111291553688,0.998791870917976
"AT1G02150",2503.02974903983,-0.069521867308501,0.0590372655440152,-1.17759294350564,0.238958924390818,0.905976078498497
"AT1G02160",241.207119564927,-0.0421230191744267,0.108765807851767,-0.387281812238591,0.698547588741827,0.998791870917976
"AT1G02170",496.833507928118,0.015408820816083,0.0692356357807827,0.222556211729913,0.823880919632606,0.998791870917976
"AT1G02180",88.1800891828953,0.124228925960699,0.129255933262234,0.961108111831613,0.336497811436283,0.954692873419532
"AT1G02190",10.1346890849811,0.175553279380042,0.391423861234533,0.448499176382233,0.653792980446387,0.998791870917976
"AT1G02205",719.887633281492,-0.127662088547816,0.0697640309775742,-1.82991273237713,0.067262989229265,0.643750634935862
"AT1G02210",0,NA,NA,NA,NA,NA
"AT1G02220",249.094662928907,-0.0151548203212686,0.166010002168437,-0.0912885978152821,0.927263277783283,0.998791870917976
"AT1G02230",15.2464221503652,-0.35570769439417,0.300235114191524,-1.18476379870497,0.236110849628484,0.904955188174623
"AT1G02250",1.47515152709557,0.579536876680225,0.882688573514749,0.656558716255481,0.511464701534016,NA
"AT1G02260",212.520683804279,-0.161875068480208,0.104489163573295,-1.54920436669645,0.121332600100583,0.779223297847288
"AT1G02270",524.920713603505,-0.191464070083586,0.120181289374346,-1.59312710888968,0.111131678989905,0.758507295113359
"AT1G02280",1546.60644675171,-0.0019837065402727,0.0816049016099324,-0.0243086689786691,0.980606398330405,0.999342582599681
"AT1G02290",200.053280766854,0.038364266027894,0.0981079944379701,0.391041181176629,0.695766796350064,0.998791870917976
"AT1G02300",182.691320271214,-0.101672564403511,0.239661512622954,-0.424234009419221,0.671395160265041,0.998791870917976
"AT1G02305",1196.1228677429,-0.0789268794604648,0.0625631275013176,-1.26155584947064,0.207108651491207,0.883237248419861
"AT1G02310",34.7365470602255,-0.847116520996199,0.295840508513014,-2.8634230155095,0.00419090641226912,0.163208273255904
"AT1G02320",0,NA,NA,NA,NA,NA
"AT1G02330",613.536487832302,-0.00797654121947449,0.052692709824024,-0.151378459109685,0.879677180777041,0.998791870917976
"AT1G02335",294.226253932587,0.0503953470911446,0.0838177954250817,0.601248778204732,0.547674300183399,0.998276754715119
"AT1G02340",74.563067039011,-0.0604761931167179,0.204636459715461,-0.295529903130692,0.767589112478167,0.998791870917976
"AT1G02350",26.2274606599541,-0.260885684009391,0.230677050840527,-1.13095638711693,0.258073448329454,0.91465067866765
"AT1G02360",278.848097461422,0.0588151172944826,0.0933598188311402,0.629983198669884,0.528705576827809,0.998276754715119
"AT1G02370",250.724553566908,-0.0572822342377332,0.126848976126149,-0.451578215190061,0.65157286678946,0.998791870917976
"AT1G02380",27.8103194079238,-0.00841580521954285,0.213498518497882,-0.0394185649565822,0.968556678716943,0.998791870917976
"AT1G02390",52.4323429899971,-0.314360810700462,0.18188059259521,-1.72839117255406,0.0839181170412143,0.698268162229045
"AT1G02400",144.662727562931,-0.190476460003943,0.141636873652426,-1.3448225387364,0.178682549882158,0.858733114233759
"AT1G02405",6.06795243759586,0.0265713757218383,0.444964569913072,0.0597157111341006,0.952382058390522,0.998791870917976
"AT1G02410",369.226273732697,-0.0351655104327853,0.0650202886880767,-0.540839038741978,0.588618532238598,0.998603403504204
"AT1G02420",68.9923471924305,0.0334205647768523,0.134711317720283,0.248090252121557,0.804064577581564,0.998791870917976
"AT1G02430",27.8261682550446,-0.118414101997508,0.237298534796063,-0.499008989243337,0.617773051300101,0.998603403504204
"AT1G02440",2.27569603837945,-0.253131819607704,0.861706749637536,-0.293756338469184,0.76894410061305,0.998791870917976
"AT1G02450",8.17592197720598,0.13703673019649,0.371964176727327,0.368413784903127,0.712564720331338,0.998791870917976
"AT1G02460",107.66958811553,-0.76281323729593,0.311421279307646,-2.44945765745944,0.0143071530536069,0.32378468008168
"AT1G02470",61.10495499379,0.801172913742058,0.179337213452879,4.46741029547983,7.91721928678097e-06,0.00192001564544537
"AT1G02475",626.080176652041,-0.00102130222919499,0.0706350135863582,-0.0144588664649487,0.988463895636367,0.99940286928483
"AT1G02490",3.35321904611206,-0.0408250385994733,0.59723522118692,-0.0683567163342097,0.945501676558042,0.998791870917976
"AT1G02500",7452.85532632207,-0.032815355531727,0.0791054028700955,-0.414830774398753,0.678265789397764,0.998791870917976
"AT1G02510",0,NA,NA,NA,NA,NA
"AT1G02520",550.050713607243,0.260279956540245,0.0825834565194143,3.15172030222611,0.00162311669418257,0.0954240588720389
"AT1G02530",9.04246503739626,0.167532683094747,0.364172875792592,0.460036137315625,0.645490282052848,0.998791870917976
"AT1G02540",0,NA,NA,NA,NA,NA
"AT1G02550",0,NA,NA,NA,NA,NA
"AT1G02560",4832.63104133149,0.026620845521277,0.0356491508059337,0.746745572319386,0.455217155302175,0.986477036644636
"AT1G02570",8.15139709412522,0.382006943647199,0.436881995145572,0.87439388185341,0.381903788096989,0.971125238146289
"AT1G02575",1.66722646605974,-0.100676988604998,0.884064410329758,-0.113879698615449,0.909333159016707,NA
"AT1G02580",3.25123876681205,0.04653993683078,0.642857296575763,0.0723954399812822,0.942287213642194,0.998791870917976
"AT1G02590",0,NA,NA,NA,NA,NA
"AT1G02610",67.2055485979455,-0.0048056996433651,0.173964501369005,-0.0276245993035757,0.977961561742896,0.999263520138161
"AT1G02620",9.02586413971546,0.63376098815895,0.607078033083756,1.04395308942354,0.296507093886287,0.942506096084102
"AT1G02630",14.6534482587349,0.289168712877854,0.300177224437233,0.963326626195516,0.335383635271721,0.954368086178833
"AT1G02640",501.870159188188,0.129571255802817,0.124608530864063,1.03982652635691,0.298420502747539,0.943302597859986
"AT1G02650",13.1745193692424,0.540609798493685,0.302194072566893,1.78894904821145,0.0736230216206065,0.660211518987843
"AT1G02660",631.609331881898,-0.0776109027681351,0.244446537394223,-0.317496429262038,0.750866948468849,0.998791870917976
"AT1G02670",38.0458098380002,-0.11216276081946,0.171535899517956,-0.653873394051366,0.513193376429617,0.997506691694753
"AT1G02680",156.299195625329,-0.0533859123598699,0.103215612744964,-0.517227102955649,0.604997634364748,0.998603403504204
"AT1G02690",474.270832431336,0.0585232713108016,0.0717581230869502,0.815563016327618,0.414750109170232,0.979630237433624
"AT1G02700",14.2473751187509,0.129979631091098,0.298147684873944,0.43595720404823,0.662867780026521,0.998791870917976
"AT1G02705",0.845068742756799,0.0384124012437539,1.24839127797715,0.0307695206794427,0.975453347879653,NA
"AT1G02710",0,NA,NA,NA,NA,NA
"AT1G02720",199.996451008417,0.0178996425148615,0.116104353438834,0.154168573224874,0.877476820842836,0.998791870917976
"AT1G02730",1163.11414076403,-0.00529432941324991,0.0750478380387203,-0.0705460617069122,0.943759039906184,0.998791870917976
"AT1G02740",164.471250423896,0.024345542489725,0.0885790974244541,0.274845230958561,0.783435146460574,0.998791870917976
"AT1G02750",205.046067761664,0.00312246729725562,0.0853966744720315,0.0365642727490315,0.970832430685721,0.998791870917976
"AT1G02770",16.179468650527,1.19228594886037,0.289103506267817,4.12407986417111,3.72219736143851e-05,0.00651109949921798
"AT1G02780",14704.6591600186,0.0617801193412101,0.0624537017386457,0.98921469218503,0.3225581115362,0.949934902528675
"AT1G02790",0,NA,NA,NA,NA,NA
"AT1G02800",57.0849974232267,0.441118879429995,0.162633247608754,2.71235362950627,0.00668072788722459,0.216049419025617
"AT1G02810",245.062456943784,0.128504586048391,0.107391130665995,1.19660334379068,0.231461196547457,0.903565079405763
"AT1G02813",1.77712099843962,-1.14861697617537,0.88324992416472,-1.30044390013575,0.193448871983266,NA
"AT1G02816",211.530412139502,-0.0055826506137189,0.0950185027391036,-0.0587533001761501,0.953148605223506,0.998791870917976
"AT1G02820",559.935938031412,-0.596100678360836,0.471051913620286,-1.26546705601827,0.205703950674476,0.882924012034109
"AT1G02830",1.13967158016902,0.534191777418005,1.10626392404836,0.482879144664805,0.629181550686559,NA
"AT1G02840",2434.90437624157,-0.0296681354766616,0.0559050745083314,-0.530687701207521,0.595635210089439,0.998603403504204
"AT1G02850",372.040140959901,-0.0587802153298295,0.126832357512098,-0.463448101752919,0.643043206695058,0.998791870917976
"AT1G02860",184.613859016457,-0.00695166438879901,0.125498713093198,-0.0553923161238837,0.955825917285541,0.998791870917976
"AT1G02870",527.294898245477,0.0595760593251709,0.114654073771664,0.519615722018024,0.603331437848299,0.998603403504204
"AT1G02880",321.362626687408,-0.0741338286580676,0.0994123601580225,-0.745720436978128,0.455836310956764,0.986772989832781
"AT1G02890",1459.58270320815,-0.0597722833851958,0.0458559244828513,-1.30348006412015,0.19241091817373,0.875686009105712
"AT1G02900",372.284617757429,0.129505514461779,0.0668438029746541,1.93743486603964,0.0526922080922,0.578746481160906
"AT1G02910",885.406195056779,-0.0735318508987758,0.0452313358778419,-1.62568382011459,0.104016933745192,0.740929700619538
"AT1G02920",1852.16257792471,0.0589041860310063,0.096120233404364,0.61281775901651,0.539996846969006,0.998276754715119
"AT1G02930",2467.6994919368,-0.266647592076388,0.150378820677445,-1.77317251774659,0.0762001244660751,0.67255208613974
"AT1G02940",5.221815004109,-1.2505132422696,0.500922916492261,-2.49641851290491,0.0125454489176829,0.303898130051737
"AT1G02950",135.063622342986,0.0917762983650878,0.113617518145044,0.80776538568574,0.419225655007175,0.980321615375773
"AT1G02960",166.508807716187,-0.132238204719886,0.108947800399234,-1.21377581039089,0.224833345867022,0.89853341463448
"AT1G02965",0.169757718365968,-0.0524004182923722,3.11653965014055,-0.0168136536591181,0.986585277392345,NA
"AT1G02970",81.5171878214366,0.176050958640653,0.134221264236121,1.31164729853047,0.189639166272426,0.872690030462736
"AT1G02980",2.88429156999635,0.375123537677904,0.623626092322867,0.601519952894615,0.547493726250735,0.998276754715119
"AT1G02990",519.608749893039,-0.091686683811688,0.0698827705098162,-1.31200699604217,0.189517774045008,0.872690030462736
"AT1G03000",470.226269986022,-0.0185319417509624,0.0725497668636255,-0.255437647178076,0.798385096704097,0.998791870917976
"AT1G03010",16.4645966898689,0.220650456137645,0.261398864948037,0.844114056048055,0.398605673878241,0.974415084333967
"AT1G03020",13.5366472944884,-0.0522343225048965,0.433538141764155,-0.120483799400773,0.904099912360192,0.998791870917976
"AT1G03030",243.430460904857,0.165003455530705,0.0790215696226114,2.08808122033924,0.0367905087724461,0.507639866922105
"AT1G03040",796.484806019256,-0.048620514407897,0.0644241064465192,-0.754694431784765,0.450432348288552,0.986365010967267
"AT1G03050",0.67425941517346,0.0770535971936425,1.56157636843445,0.0493434703234477,0.960645577380942,NA
"AT1G03055",91.6363480204947,-0.158227520870759,0.201259014185913,-0.78618849203244,0.431757067024671,0.983003822766245
"AT1G03060",1188.24391196683,-0.125401198895608,0.0686061018067937,-1.82784323249788,0.0675730827653601,0.643750634935862
"AT1G03070",24.3011008781472,0.0892183108192438,0.223103714347856,0.399896124903316,0.689233026561555,0.998791870917976
"AT1G03080",1682.21590889982,-0.0707191918950084,0.0688525750969208,-1.02711034112319,0.304368509798411,0.943720033293451
"AT1G03090",485.169733052154,-0.00242329289920935,0.0870986129278882,-0.0278224051767124,0.977803796131332,0.999263520138161
"AT1G03100",72.1497761622767,-0.149912378174465,0.133260624860526,-1.12495629021226,0.260607556895448,0.915602902201511
"AT1G03103",0,NA,NA,NA,NA,NA
"AT1G03106",1.3875620738089,1.20330820015227,0.949165529207466,1.2677537933315,0.204885887861897,NA
"AT1G03110",393.449490388482,0.118459824553982,0.114744435759007,1.03237968595513,0.301894284453044,0.943302597859986
"AT1G03120",13.5590563550048,-0.00241458654330934,0.285721928930532,-0.00845082683134345,0.993257296002039,0.999790476296977
"AT1G03130",13730.5041086479,0.00536964390368704,0.138748080686641,0.0387006715848867,0.969129037964644,0.998791870917976
"AT1G03140",1012.48135975703,0.0427403885146569,0.0485556789975193,0.88023459659251,0.378732235142344,0.970190285947293
"AT1G03150",274.286200185643,0.092722103672367,0.0719296793566023,1.28906599475695,0.197375144312237,0.878453170962974
"AT1G03160",803.99385739144,-0.102144472157612,0.0761053469572695,-1.34214580501108,0.179548724563371,0.859421928667833
"AT1G03165",1.87822165366582,0.463784362823209,0.803618177641571,0.577120298826871,0.563858192725096,NA
"AT1G03170",12.9376505691284,-0.00462811592787052,0.330116819718671,-0.0140196307834743,0.988814319475249,0.99940286928483
"AT1G03180",60.4688223824936,-0.170931615721802,0.138715119854998,-1.23224934600123,0.217855955221919,0.891926598772699
"AT1G03190",231.712467701714,-0.0417525677026942,0.0817473579764316,-0.510751279750616,0.609525228274495,0.998603403504204
"AT1G03200",12.994120057437,-0.521178159038017,0.353645684290613,-1.47372973060158,0.140554374650471,0.810270165787637
"AT1G03210",229.765072388968,0.0418230291821595,0.0860113675765908,0.486250019742068,0.626789910872341,0.998791870917976
"AT1G03220",3172.64798094436,0.0658110069319439,0.0856694858686691,0.768196590240215,0.442370398951086,0.985148930542079
"AT1G03230",773.283411423358,0.158552239791072,0.113611495788778,1.39556511152574,0.162845494688147,0.84116244370584
"AT1G03240",1.02739518512153,-0.0525698195702229,1.13421846168698,-0.0463489365990686,0.963032135426781,NA
"AT1G03250",569.155162040502,-0.0106557608960218,0.0813302695631496,-0.131018389011338,0.895760760471373,0.998791870917976
"AT1G03260",214.376393538308,-0.0987753271889691,0.0833420501455231,-1.18517995437475,0.235946303841361,0.904955188174623
"AT1G03270",76.7961187582268,-0.0956679673162044,0.154162121667744,-0.620567272175922,0.534884378823884,0.998276754715119
"AT1G03280",673.432273414369,-0.103339294903673,0.0576638522808927,-1.7920983565282,0.0731172121185076,0.658672192410751
"AT1G03290",520.561147027184,-0.140163692503211,0.0852932787544198,-1.6433146263116,0.100317853650188,0.733365476432233
"AT1G03300",0,NA,NA,NA,NA,NA
"AT1G03310",840.197541344906,0.0517838850242234,0.118872706831785,0.435624681260956,0.663109060527626,0.998791870917976
"AT1G03320",3.75736458510308,-0.172022743351556,0.578718920071881,-0.297247484720544,0.766277571644032,0.998791870917976
"AT1G03325",0,NA,NA,NA,NA,NA
"AT1G03330",522.423546471868,0.0663412025084921,0.0648102231459411,1.02362249793684,0.306013614570193,0.94498880430639
"AT1G03340",67.2621242048402,0.229402870271229,0.139173766232093,1.64831976946478,0.099287070018038,0.732442920257201
"AT1G03350",849.251037624766,0.0103930305155581,0.0560417969574545,0.185451414476382,0.852874984813607,0.998791870917976
"AT1G03360",330.543756231291,-0.0200538792623862,0.169504518488262,-0.118308818202831,0.90582297055742,0.998791870917976
